"[-0.57390017  0.67207419  0.44918888  0.11296495  0.9732306   0.67604457
  0.74064449  0.13718233 -0.44421912]","[-0.1540588   0.28238681 -0.69602054  0.00239502  0.03053824  0.45483028
 -0.83403537 -0.18724143 -0.49785641]","[-0.4879417   0.31548724  0.17901388  1.         -0.79702535 -0.26453944
 -0.34662547 -0.36907825  0.1362736 ]","[ 0.50531712 -0.01964755  0.35656941 -0.73901593  0.20579475 -0.61878196
 -0.67392365 -0.1957703   0.75371064]","[-0.14157799 -0.56263268 -0.71017851 -0.61289353  0.01751791 -0.3068036
 -0.27571636 -0.51673404  0.44218215]","[-0.14217767 -0.7848322  -0.57463925 -0.69121911 -0.91625168 -0.50654831
 -0.58016552  0.51548303 -0.69601157]"
"[ 0.40522143 -0.18605559  0.44811252 -0.61205429 -0.68389698 -0.84919834
 -0.46662533 -0.93166814 -0.26572529]","[-1.          0.76468388  1.         -0.56868854  0.24302257  0.61048593
  0.36178411 -0.72712574  0.36584575]","[-0.27120791 -0.83719535 -0.31663999  0.30198896  0.24273502  0.15802509
 -0.51587154  0.88112324  0.73345515]","[-0.42000467  0.19516137 -0.64820441 -0.95598369  0.74972834 -0.67246042
  0.52022351  0.88750246 -0.37913929]","[ 0.42189944  0.88820134 -0.4582962   0.16368949  0.20784594  0.03786708
 -0.13834336  1.         -0.67746959]","[-0.71538276  0.46533691 -0.29159342 -0.57359558  0.51766396 -0.12570363
 -0.80026401 -0.10760654 -0.13733034]"
"[-1.         -0.81967553  0.0816043  -0.98408261 -0.33284111  0.6762303
 -0.52405974  0.36023591  0.91972471]","[ 0.62783281 -0.44078254 -0.26001866  0.11807947  0.89193454  0.92282616
  0.97554975  0.71902731  0.21317532]","[-0.02141412  0.37798993  0.56685179 -0.79296167 -0.46525006  0.65595882
 -0.88047987  0.53471623 -0.10426249]","[-0.64843052  0.77084402  0.76378036  0.56407729 -0.34521219 -0.94719031
 -0.856763    0.38132392 -0.58019186]","[ 0.63399623 -0.16179002  0.89291464  0.41373882  0.3427577   0.58938981
  0.83952723  0.81831326 -0.80390188]","[-0.09358093 -0.1645195  -0.66153041 -0.98546878 -0.5374344   0.29443694
  0.18399583 -0.86785373  0.5134876 ]"
"[ 0.21461855  0.84110391  0.6742192   0.52606357  0.24140111 -0.12880878
 -0.89391769  0.82148473 -0.51680458]","[ 0.34057179  0.92964439 -0.52433826 -0.59207066 -0.44205176 -0.14069612
  0.91288694  0.2558862  -0.65840266]","[-0.06287196 -0.99468225 -0.18447992  0.07662758  0.67690065  0.19963038
 -0.11750953  0.49357335 -0.18756797]","[-0.76353632  0.69702577  0.81097606  0.04427455 -0.31333333 -0.43054636
 -0.88344318 -0.21026366 -0.84584267]","[ 0.48878037  1.         -0.05913172 -0.04046418 -0.38973056 -0.60802384
 -0.52601358  0.3873437  -0.21517108]","[-0.53136329 -0.39076415 -0.50041808 -0.15507587  0.87057975 -0.02755161
  0.43426107 -0.07472788  0.49378552]"
"[ 0.8397406   0.75934629  0.4772091   0.99747588  0.10975284  0.22003795
 -0.6471718   0.81976435 -0.6299787 ]","[-0.94808499  0.25705022 -0.33751669 -0.71318558 -0.00114548  0.01461777
 -0.44275271  0.31865367  0.45747168]","[-0.21522865 -0.57715162 -0.55818168 -0.64304729  0.57278285  0.09835956
 -0.42467472 -0.94074976 -0.66351961]","[-0.34805383  0.99775955  0.2901987   0.42001773  0.79154791 -0.85654994
  0.59846484 -0.80572592  0.93468294]","[ 0.24955759 -0.20197038 -0.77452686 -0.62135135  0.75926862  0.26891401
 -0.57452178 -1.          0.57420185]","[ 0.4528844  -0.4270842  -0.79601039  0.42364671 -0.70921894 -0.05632102
  0.08819608 -0.9569024   0.88374363]"
"[ 0.26082666  0.92205498  0.04656353 -0.45706028 -0.90161411 -0.08580222
 -0.08656116 -0.59233868  0.66633902]","[ 0.09673011 -0.98224463  0.84295723  0.22736595  0.56690339 -0.2213556
 -0.43972434  0.40389518  0.64840489]","[ 0.04060678 -0.27825703 -1.          0.31489055  0.01620902  0.19226223
 -0.15734995  0.29875303  0.41239698]","[-0.72623303 -1.         -0.02838648 -1.         -0.19946567  0.45758016
  0.57964641  0.52918146  0.14701051]","[-0.967486   -1.         -0.3050455   0.6235827  -0.88026866 -0.01362656
  0.50086217  0.92390653 -0.37396404]","[-0.69838372 -0.5197068   0.47882172 -0.2741288   0.51752698 -0.63466918
 -0.28864039  0.45059002 -0.22769033]"
"[-0.84057355  0.0166083   0.61832199  0.97679092 -0.71165922  0.75135962
  0.19628668  0.47766392  0.28526078]","[-0.00460354  1.         -1.         -0.01233335 -0.14338812  0.35697528
  0.64222999 -1.          0.16506135]","[-0.20011275 -0.85236363 -0.36720802 -0.70411033  0.45501447 -0.4303792
 -0.62930317 -0.44045498 -0.36269891]","[ 0.44052219  0.42000657  1.          0.19410808  0.79037677  0.67000573
 -0.90534336  0.76586241  0.64953527]","[-0.78030731 -0.7019975  -0.64198499  0.74244061 -0.73765284 -1.
  0.47657391 -0.20388543 -0.98754708]","[ 0.90619675 -0.03333964  0.21934918 -0.530472   -0.42899078  0.286679
 -0.9698791  -0.78279662 -0.02289161]"
"[ 0.80224941  0.2602079   0.22033709 -0.2250581  -0.07143289  0.01228404
  1.          0.93059963 -0.0531356 ]","[ 0.20847135 -0.80928402 -0.75865827 -0.97311858 -0.23207698 -0.97542679
 -0.41017478 -0.1296289   0.48031772]","[-0.17928752 -0.56683773  0.09583042  0.71818331  0.75707097 -0.42366951
 -0.99463373 -0.1245568  -0.75226301]","[-0.30066111 -0.17740002  0.60040481 -0.34377533  0.35476786 -0.86060828
 -0.72226532  0.06215723  0.77273788]","[ 0.5311943   1.         -1.         -0.67183699  0.67865328 -1.
  0.45669804  0.13084402  0.76444143]","[-0.76600507 -0.90701526  0.60291516 -0.43749363  0.3998202  -0.64378997
  0.56476148 -0.34717663  0.57215227]"
"[-1.         -0.29108301 -0.3823922   0.21685707  0.8282724  -0.03791091
  0.25901804  0.8753615  -0.96057573]","[ 0.46803879 -0.11706378  0.09216424 -0.45013955 -0.93179166  0.23546372
  0.36156233  0.92944831  0.82629998]","[ 0.39714811  0.79670435  0.76686171  0.58652021 -0.47463323 -0.0331603
  0.12073877  0.05872519  0.75302007]","[-0.42616658  0.2880984  -0.12994357 -1.          1.         -0.54967687
 -1.         -0.15394834  0.13015033]","[-0.19757201  0.06811463  0.24048223  0.02464395 -1.          0.05953858
  0.08198174 -0.15810667 -0.99627878]","[-0.66547633  0.84593705  0.52073185  0.73453955 -0.3536102  -0.62734114
  0.06379322  0.45225052  0.86790888]"
"[-0.06950087 -0.40294061 -0.70392277 -0.34726779  0.43107809 -0.50023227
 -1.          0.15641527  0.00930969]","[ 0.95890123  0.13778948  0.1125458   0.68136439 -0.60264667  0.40350736
 -0.64871593 -0.99938678  0.13903647]","[ 0.31024173 -0.76201083 -0.43100456 -0.33927563  0.96426714 -0.79361094
  0.42612888  0.70180932  0.79089606]","[-0.81216193 -0.38688743  0.41253356 -0.23950602 -0.37018335 -0.96456441
 -0.24033406  0.89794575 -0.19785324]","[ 0.90584367 -1.          1.          0.02493214 -0.86552036 -0.05094846
 -0.4155948  -0.06460727 -0.19921146]","[-0.06533865 -0.57764303 -0.18161753 -0.52933874 -0.70460109  0.99558464
 -0.39201108  0.457791   -0.14687091]"
