fitness,age,seed,gen,uuid
0,0,606,0,14a981a3-f80b-454e-afca-6fbbf941131e
0,0,606,0,fe362f75-0dd6-4b3c-9154-f6fcb665b3c1
0,0,606,0,87e13121-2f82-42d3-8d66-9edc9df091fc
0,0,606,0,5d56ab87-9dbe-40cf-96ea-8313d98c5f38
0,0,606,0,41e0d2e4-35ac-4e8d-9fe4-aaa8b4ba5265
0,0,606,0,c5fdcfaa-b52e-47a6-9793-f0e7bd17f149
0,0,606,0,bf7e10f6-d479-4d5d-a206-8011886307ec
0,0,606,0,9fff5bc5-570c-4d9f-88d3-647f54b3a1f3
0,0,606,0,843980b5-3874-4add-87c5-29d01d36b9ac
0,0,606,0,7a5a45c2-8f60-4620-aa53-7861b496b215
0,0,606,0,56bc2f43-f1e6-4bdd-9ab1-1c7ec8bd8e10
0,0,606,0,733bd7d3-a372-40d6-a4ac-4d770e300d29
0,0,606,0,eae42d9f-75df-4e52-8a6e-c65475bb724c
0,0,606,0,749d485f-b2f2-49c4-9173-d7ae85f26e9d
0,0,606,0,c326f438-d9e5-4122-81dd-f16ac7d80aab
0,0,606,0,47dbc0cf-6167-4ef9-a5a3-70696108e731
0,0,606,0,e0e37853-587e-4f86-ad25-eae29c5d10fb
0,0,606,0,20ed8135-f01f-426e-9dbe-adbfc6c3cb5c
0,0,606,0,981a2126-e8db-4010-a63d-6ff71b9a01f3
0,0,606,0,3207374f-4a55-457b-b08c-41e706d4e463
0,0,606,0,b1434308-30ca-4904-9437-abb404d5b741
0,0,606,0,c50fb769-c161-4d32-973c-9932e20e2cee
0,0,606,0,96efac57-6bce-4471-b904-83a11d9ccc21
0,0,606,0,6e00b7db-8e59-4002-bec3-9b003924a853
0,0,606,0,9a73bb83-b2ed-469f-a95b-39509a8f3d65
0,0,606,0,fb2312a5-19f9-4d22-9954-a2474d40052b
0,0,606,0,31d91bdf-fc22-447b-b116-bc40d05cedae
0,0,606,0,e6ea37d0-4d4d-473d-91ca-bd4f6534f122
0,0,606,0,50f2c42b-368e-4c1b-a138-601fd3208822
0,0,606,0,1c18925f-ef4b-4277-b457-041dc24bc667
0.5666560896617612,1,607,0,41e0d2e4-35ac-4e8d-9fe4-aaa8b4ba5265
0.27492355395332885,1,607,0,bf7e10f6-d479-4d5d-a206-8011886307ec
0.3052679333891711,1,607,0,9fff5bc5-570c-4d9f-88d3-647f54b3a1f3
