fitness,age,seed,gen,uuid
0,0,10101,0,95932961-0cec-424b-aa23-1368a70a4c91
0,0,10101,0,33e2e388-0996-45cd-938a-1f65ba2c0f27
0,0,10101,0,422f3dd7-7f25-4171-ba01-9a03052d382b
0,0,10101,0,58237c87-2750-4e5e-9bce-d53bd28a4758
0,0,10101,0,aba35a12-0d9e-4176-bb0e-d12e12736ed9
0,0,10101,0,b4d9c7c2-7c34-4500-a3a8-4dc67f0dd9e3
0,0,10101,0,d5ddcddd-ab3f-4924-91a3-03b150b3ba64
0,0,10101,0,882dc8ec-dc53-4494-a966-4525452c7a42
0,0,10101,0,b61a393d-7e2a-474a-a29b-4955d9df697a
0,0,10101,0,3126a176-7cd5-4cc4-977c-30e7e2e2cc04
0,0,10101,0,5156433d-d4ca-4052-af9c-9dea5d5ebeff
0,0,10101,0,64e8274c-abb1-4a34-9053-2e01b0a58f70
0,0,10101,0,811a012a-ecb1-487a-a354-99271f2f1f8d
0,0,10101,0,0bca5a30-9217-44d6-a9ea-4fc14e19bdc4
0,0,10101,0,a43f71ab-0a4f-492c-ab8c-d3cefac5677d
0,0,10101,0,0d45271a-cafd-4ca9-8c81-55f8326bb204
0,0,10101,0,45cd0d59-5fd8-4806-9d23-a7a44d03268b
0,0,10101,0,43cbb94a-a98a-4afa-8e85-40b92b052b43
0,0,10101,0,abc23618-1753-4994-99f7-ba039ab08559
0,0,10101,0,bbfc849d-0044-42f5-b2b9-86218965dd30
0,0,10101,0,3ab0e56c-081f-4127-95e1-0c19465b4176
0,0,10101,0,62157c7a-eb62-4919-9260-24add9a6e9b1
0,0,10101,0,a87ac939-a626-4da7-8733-e792bfdd463d
0,0,10101,0,0416a4fe-5ebc-4da3-83d4-a0f55b479382
0,0,10101,0,09caf3d3-61f5-4b70-9a05-0220222b54a3
0,0,10101,0,fa05980f-98e9-4ecb-852d-edb842d8b958
0,0,10101,0,41466fef-c25a-4a44-a009-599891527b51
0,0,10101,0,af2c6963-1acb-4287-9665-8cb44639630e
0,0,10101,0,82c4d35a-5a0b-4bd7-bd0f-cb534293eff2
0,0,10101,0,b5bb5f7f-85a5-424e-94b8-14f8d7e28611
0.5904679347975607,1,10102,0,95932961-0cec-424b-aa23-1368a70a4c91
0.037342002655476304,1,10102,0,33e2e388-0996-45cd-938a-1f65ba2c0f27
0.48321459710264386,1,10102,0,422f3dd7-7f25-4171-ba01-9a03052d382b
0.15927898593337791,1,10102,0,aba35a12-0d9e-4176-bb0e-d12e12736ed9
0.4121412149620532,1,10102,0,b61a393d-7e2a-474a-a29b-4955d9df697a
0.8139090527108079,1,10102,0,5156433d-d4ca-4052-af9c-9dea5d5ebeff
0.1778755419326081,1,10102,0,0bca5a30-9217-44d6-a9ea-4fc14e19bdc4
0.16661523970060788,1,10102,0,abc23618-1753-4994-99f7-ba039ab08559
0.3171539775179975,1,10102,0,bbfc849d-0044-42f5-b2b9-86218965dd30
0.38331163999931345,1,10102,0,3ab0e56c-081f-4127-95e1-0c19465b4176
0.3275196404470393,1,10102,0,0416a4fe-5ebc-4da3-83d4-a0f55b479382
0.27294824760814496,1,10102,0,41466fef-c25a-4a44-a009-599891527b51
0.41236517355138425,1,10102,0,82c4d35a-5a0b-4bd7-bd0f-cb534293eff2
0.4697735593156188,1,10102,0,95194701-5211-40de-a7e3-9ab695792645
0.45743890673419946,1,10102,0,3f075154-7444-47a5-92e1-d35eba00d34f
0.3375060270121762,1,10102,0,ce8f7427-b41c-4c0c-a55b-137c3bc4e8b2
0.36193003458063655,1,10102,0,c5d8670c-8975-46f6-8e89-0a1a35d92c17
0.14478236268874004,1,10102,0,7eb20584-bee8-4233-9364-bce18b57d005
0.5027674469525496,1,10102,0,fbedb700-3590-4a91-aa92-801588dadb06
0.3968941534289593,1,10102,0,d4422f8a-8cc2-4970-817d-05f9f5e6d5f9
0.4569666269761535,1,10102,0,30ac0a8d-a6fc-427d-aec8-78172003eee0
0.27059840711241706,1,10102,0,494be303-1b07-4b22-bf19-32c895b09e16
0.038457273852045136,1,10102,0,96876bd2-ef42-425f-bdeb-f6531d4422e2
0.12578355776431824,1,10102,0,d473f3a7-8412-40fa-9ab3-a64dfbad9aef
0.19982284723962246,1,10102,0,3d27fa6d-fb61-4c3e-8f3d-515a9628e7a1
0.2580779488261277,1,10102,0,a93bbd0d-c427-4964-8b26-39a3f0715974
0.3200418688424903,1,10102,0,a9e555f5-73e9-4d8c-a865-5b2da54bf406
0.37165218163821795,1,10102,0,c156b739-1288-4fb8-8642-d11e0970868e
0.41095065071875814,1,10102,0,3f694811-a597-45b7-9449-a3ac1c8fe6a6
