fitness,age,seed,gen,uuid
0,0,10000,0,5c9b5a2e-0fef-46d3-9e6c-76946ecb33f6
0,0,10000,0,9ced4db2-1467-4c08-a1f5-e4e3b869b423
0,0,10000,0,13701177-eeaf-4afd-9127-7b2eb8c35432
0,0,10000,0,8e1c6b24-7318-4941-af5f-e536fc92e8dd
0,0,10000,0,ccff7089-9690-4fe7-bc05-c9d7452e5f04
0,0,10000,0,4b01c41c-1dd6-44bf-b8cb-47bed549c89c
0,0,10000,0,ffc231df-ff2f-48a3-8e39-87df617dae7c
0,0,10000,0,be676a20-3327-420a-ac1f-06db25953cb1
0,0,10000,0,e4fd7d17-b3fa-4a73-a237-c3a806a797a5
0,0,10000,0,f4dfdf46-ec1c-4b8b-b486-24bd493bda9e
0,0,10000,0,4276575c-54af-43ab-90c7-27aee8347b80
0,0,10000,0,bda57419-cc91-4bd9-a08f-ae9833a15201
0,0,10000,0,53727fe8-4b40-4d17-8523-b166b485f896
0,0,10000,0,c31285ec-f4cb-425d-8db0-79f85cff0126
0,0,10000,0,6c734628-d3d7-424b-abbf-93624a078985
0,0,10000,0,a1561778-bc25-4f2a-a681-1628186e00d1
0,0,10000,0,fd0df4ba-6aae-45ed-87ac-aab536f82f47
0,0,10000,0,8bdf28f3-ebcc-4e6c-ac60-e12a37d62106
0,0,10000,0,173a0fbb-e4b6-4a29-a4ce-1e0d3387da9d
0,0,10000,0,5096f800-e58f-4630-b782-455a8787987d
0,0,10000,0,fbe78f2c-9cc8-499e-beab-6aa5331a1be7
0,0,10000,0,c3b301ad-34db-4470-bbd6-90c0712c0ca3
0,0,10000,0,d012a919-cf2d-40b9-b42a-c807e7199e16
0,0,10000,0,a9cc08bd-99c8-4fdc-8f43-af6969bfd5e8
0,0,10000,0,35dd3a42-22ff-4cd0-87f9-24674dc719c1
0,0,10000,0,701853c4-7934-4c73-9a55-282919137b20
0,0,10000,0,5be95e55-d34a-4260-9db4-45dbbef52972
0,0,10000,0,248bd0d4-4b87-41ff-8aab-486cb0865138
0,0,10000,0,15a8f095-0bf0-4127-ae5b-6f2d134bd306
0,0,10000,0,664fdede-0cd9-44a4-ab2a-92b6445e246a
0.40287067932284576,1,10001,0,5c9b5a2e-0fef-46d3-9e6c-76946ecb33f6
0.36350701999758056,1,10001,0,4b01c41c-1dd6-44bf-b8cb-47bed549c89c
0.34828284575083923,1,10001,0,be676a20-3327-420a-ac1f-06db25953cb1
0.36824084484330427,1,10001,0,e4fd7d17-b3fa-4a73-a237-c3a806a797a5
0.25356012418871426,1,10001,0,bda57419-cc91-4bd9-a08f-ae9833a15201
0.18866599743160362,1,10001,0,c31285ec-f4cb-425d-8db0-79f85cff0126
0.43982133082171926,1,10001,0,6c734628-d3d7-424b-abbf-93624a078985
0.3320001847742754,1,10001,0,173a0fbb-e4b6-4a29-a4ce-1e0d3387da9d
0.3598039954316553,1,10001,0,c3b301ad-34db-4470-bbd6-90c0712c0ca3
0.46000267015529145,1,10001,0,a9cc08bd-99c8-4fdc-8f43-af6969bfd5e8
0.4225085038850315,1,10001,0,248bd0d4-4b87-41ff-8aab-486cb0865138
0.451151078075621,1,10001,0,664fdede-0cd9-44a4-ab2a-92b6445e246a
0.32326787772809873,1,10001,0,4f22d95a-6058-4772-a247-0321ffc29803
0.13077358314919427,1,10001,0,1c7153da-f3c3-4baa-a1bb-0e50249ee081
0.19891245609460237,1,10001,0,fa4a8b92-de4b-4bfe-b9ef-35e9b40d496a
0.40825543595786407,1,10001,0,ade00baf-fdfc-48ed-abd8-c6b7beb6986a
0.47199396545031574,1,10001,0,21ecfd07-d387-45af-a725-17fe9237661a
