fitness,age,seed,gen,uuid
0,0,101,0,42e2890f-c48a-42d2-bbc5-6e7510911584
0,0,101,0,8adc9306-547f-4cfd-a408-a7bb04704658
0,0,101,0,1ea24e6a-31ec-4472-ad51-4c1dc2461f3f
0,0,101,0,0436cac1-aec2-4b00-a3d9-a1fb337e6b4a
0,0,101,0,e719c6eb-47f7-4dd9-bbbb-3f4062fda586
0,0,101,0,fdaa07b7-5f8e-4e2e-ac49-eb6f98c2228c
0,0,101,0,230dadf5-62e0-46f4-b6b6-a7c58008d680
0,0,101,0,8dff9c63-1758-4ed6-b1f6-e7ed54ef8dda
0,0,101,0,79d82a8d-66e8-4d3b-b12f-c828e2d87d2b
0,0,101,0,f6090d24-e4fb-45b5-a630-ad8d8bb5e757
0,0,101,0,5eaab0cc-aa19-46d9-ad96-539d73cfd091
0,0,101,0,5686aa57-a4b8-4857-9b73-af06529edd40
0,0,101,0,f379edb6-d589-4879-b88a-bdc5d1dbd7a0
0,0,101,0,33c89abf-625a-4ec4-8752-d2a4958a2927
0,0,101,0,2d6506fc-f5c3-4f1f-9062-394b954bd288
0,0,101,0,603b76d5-7a79-4599-8b72-4e64d4f7d645
0,0,101,0,39aee638-bcba-454a-9283-1c89b1621458
0,0,101,0,b06c1589-0e8c-4d40-bc51-c21dc01cd0ac
0,0,101,0,3f8a91cf-f50c-4cbd-ada1-f0b3c7602928
0,0,101,0,4c122c33-23aa-4b9b-b9a1-52248fee2616
0,0,101,0,0e07f333-cdb8-4ba0-b6bd-3a564eff1ab9
0,0,101,0,03b3d696-324a-455a-b620-32b8a992e247
0,0,101,0,b993b81a-1285-4a59-ace9-5457245b85e0
0,0,101,0,a402c236-2508-46be-9995-06608807739d
0,0,101,0,9569269f-6cfe-4605-996e-0cb3ba123e8a
0,0,101,0,960116c9-5535-4ae0-a685-8b8b0113ecaf
0,0,101,0,fa8828c3-8e4b-4c77-a343-57099babb9d9
0,0,101,0,c898bb6e-9110-4b76-b518-1c99c0a90f9e
0,0,101,0,821a1617-2589-4693-a103-4dec79a2f966
0,0,101,0,59ee96a3-9c21-40bc-977d-bf7e90abf7c1
0.2794640401726866,1,102,0,0436cac1-aec2-4b00-a3d9-a1fb337e6b4a
0.40141530265198394,1,102,0,e719c6eb-47f7-4dd9-bbbb-3f4062fda586
0.44353938018237166,1,102,0,fdaa07b7-5f8e-4e2e-ac49-eb6f98c2228c
0.0561735994033292,1,102,0,230dadf5-62e0-46f4-b6b6-a7c58008d680
0.16035323576935528,1,102,0,79d82a8d-66e8-4d3b-b12f-c828e2d87d2b
0.2254389233818765,1,102,0,5eaab0cc-aa19-46d9-ad96-539d73cfd091
