"[ 0.46388519  0.92119577  0.06652677 -0.09891503 -0.35434647  0.50698884
  0.76821927 -0.06566246  0.24545161]","[ 1.         -0.22049212  1.         -0.80750822 -0.67661546 -0.63438663
 -0.49625501 -0.02257808  0.51225315]","[-0.33229707 -0.11510869 -0.71498556 -0.53231494 -0.07637494  0.07806018
 -0.28452581 -0.03473405 -0.7630027 ]","[-1.         -0.28976941 -0.60951224 -0.78378482 -0.04124292 -0.3206173
  0.02951486 -0.88678906  0.94521853]","[-0.70754305 -0.98517247  0.73050971 -0.65831902 -0.70465533 -0.02797924
  0.01710176 -0.73773272  0.90580543]","[ 0.97773604  0.12428299  0.11312676  0.88915396  0.80523721 -0.95065703
 -0.61057948  0.00929187  0.53947512]"
"[-0.26097774  0.80420655 -0.0851606  -0.51028921  0.9835589   0.32950884
  0.95952649  0.64752268  0.19953398]","[ 0.16952302 -1.         -0.86868003 -0.0614398   0.2252793  -0.45722841
 -0.25113169 -0.0254866  -0.99546657]","[-0.90737627  0.02556043  0.21123745  0.4852081  -0.92390315 -0.48893622
 -0.15722022  1.          0.29388235]","[ 0.86003153  0.88505287  0.55868252  0.78464861  0.3420187   0.13478015
 -0.01570316 -0.71265808 -0.78902677]","[-0.84823164 -0.65733514 -1.         -0.0496455  -0.31074172 -0.82656125
  0.26503972 -0.05084713 -0.54912605]","[-0.5155707   0.26732681  0.83022428 -0.46512078 -0.18592833  0.10358387
  0.56349784  0.92589473 -0.30055584]"
"[-0.95844002  0.1866318   0.91368616 -0.15676797  0.96143018  0.64805133
 -0.74904248  0.49520349  0.40284002]","[-0.95540488  0.28161477  0.81713917 -0.16704235 -0.17216854  0.99057026
  0.5921422   0.1780893  -0.39689063]","[-0.54947729  1.          0.04963007 -0.34338351 -0.07711391 -1.
 -0.96664154  0.81336507 -0.32125935]","[ 0.64553122 -0.52035385 -0.57065341 -0.36720571 -0.45372994 -0.41658953
  0.80541823  0.38563802  0.84427201]","[-0.09707592 -0.33799186  0.00964601  0.07653921 -0.45447317  0.96372921
  0.59234651 -0.48644511 -0.45758524]","[ 0.07664636  0.69794006 -0.14455173 -0.37519554  0.12850455  0.91925295
  0.02324571 -0.65016456  0.70799494]"
"[-0.00217613  0.04880751 -0.70454729  0.79013941 -0.11815134 -0.31068303
 -1.         -0.36374219  0.41573653]","[-0.76300759  0.60306808 -0.92467424 -0.5863323  -0.23390582 -0.22232889
 -0.26165714 -0.36858436  0.05033519]","[-0.569776   -0.58548336 -0.42258918 -0.30665956  0.71072691 -0.49120181
  0.06366978  0.22331933 -0.70803603]","[ 0.68965115 -0.64312496  0.46252653  0.20738654 -0.25624271 -0.12767114
  0.58119611  0.87293194  0.94929328]","[ 7.01237890e-01  8.87213939e-01 -4.93719726e-01  3.87733206e-01
  5.90558725e-01  2.57575095e-04 -2.66973104e-01 -3.47704256e-01
 -2.98703796e-01]","[ 0.45719625 -0.10012973 -0.75966248 -0.53009791 -0.58898152 -0.44115393
  0.3894021   0.83703003 -0.90606824]"
"[-0.81587359 -0.95593068  0.25637842  0.3308498   0.29356429 -0.15255592
  0.83973024 -0.43251201 -0.68732304]","[-0.7152563   0.99718089  0.94917913 -0.5738056  -0.44180109 -0.12517371
 -0.72589458 -0.0773706   0.08040334]","[ 0.57012357  0.3082115  -0.21459202  0.07710944  0.15321224 -0.30942517
  0.01584303 -0.60209015 -0.69186583]","[ 0.93551431  0.00518178 -0.78505569 -0.30472954  0.3396171  -0.96001451
 -0.45963428  0.83433505 -0.53601034]","[ 0.95967981  0.00277543 -0.14570459  0.98346778  0.89324488  1.
 -0.61951993  0.21744583  0.37730309]","[ 0.80668915 -0.51849368  0.6991035  -0.37024619  0.95299931 -0.51445707
 -0.04775471  0.93348657  0.79601968]"
"[-1.         -1.          0.79905414  0.55557117  0.04908354 -0.51971247
  0.59183168  0.93410498 -0.19537198]","[-0.84011676  0.02048147 -0.88269541 -0.53481109  0.17920684 -0.48120585
  0.09102845 -0.99912222  0.32568681]","[ 0.26629346  0.70992421  0.95015318 -0.09001822  0.2981149   0.8659071
 -0.6220252  -0.56382414 -0.8952751 ]","[ 0.66274246  0.45401901 -0.59658376  0.37378013  0.21804234  0.58642639
 -0.22448159 -0.02165923 -0.41042106]","[-0.26914131  0.12461317  0.47034428  0.56620895  0.442047    0.42636169
 -0.6590062  -0.71760772  0.14349094]","[-0.69283782  0.99443802  0.98845225 -0.55904706 -0.65311687 -0.35440393
  0.58365049  0.85298289  0.39687852]"
"[-0.22114053  0.61640258 -0.15575956 -0.19850804 -0.46276952 -0.00647948
  0.23355433  0.97121523  0.86790383]","[ 0.45345474 -0.72919253  0.89565092 -0.42291866 -0.60430769 -0.528952
 -0.76628239 -0.88422112  0.32838055]","[-0.06768631  0.75264542  0.81067588 -0.63830019  1.         -0.11317889
  0.4499041  -0.72278816 -0.72074218]","[-0.71292905  0.1902142  -1.          0.57702068 -0.65836601 -0.14748371
 -0.34790024  1.         -0.62996936]","[ 0.73175418  0.09024485  0.24314299 -0.82356423 -0.27629859  0.54112865
  0.23847378  0.44131938 -0.14222879]","[ 0.28570157 -0.65646804  0.83926205  0.46020337 -0.23746189 -0.28450473
 -0.53220013  0.14366911  0.20048092]"
"[-0.0566269  -0.07968615  0.20746818 -0.71087951 -0.31301404  0.55122631
 -0.04929408  0.05692    -0.30260873]","[ 0.96696427 -0.11404221  1.         -0.44521985 -0.950812    0.63925039
 -0.90047958 -0.08713004  0.463608  ]","[-0.79615051  0.25946947 -0.93636298  0.02023823  0.78767813  0.07726199
 -0.33455585  0.52057715  0.37083509]","[-0.9221963  -1.          0.8043976   0.03271722 -0.01867621 -0.17613187
  0.93874365 -0.3686814   0.98718162]","[-0.83458589 -0.80807432  0.67961793  1.          0.91421164  0.02847782
  0.16140568 -0.22440296  0.97205158]","[-0.77028399 -0.25704232 -0.13632023  0.71728983  0.75569801 -0.98311867
  0.64158759  0.66471979  0.5974839 ]"
"[-1.         -0.34633755  0.54357739  0.95756259  0.67073364  1.
  0.80922007  0.4066814  -0.22178458]","[ 0.56028255 -0.04492214 -0.71687372 -0.64351903 -0.10500528 -0.66623323
  0.00390351  0.4734715  -0.54584907]","[-0.57819034  0.73826265  0.61871453  0.57963525  0.20650922  0.5444703
 -0.30333682  0.14152245  0.67941616]","[-0.69643825  0.93988219 -0.18362932  0.03362505 -0.13487316 -0.09222923
 -0.71669771 -1.          0.54580702]","[-0.38618787 -0.37014276 -0.78939396  0.51128869  0.06479449  0.01873609
 -0.2559937  -0.31526905 -0.19056403]","[ 0.83721618 -0.87775613  0.39946001  0.05630262  0.50499397 -0.81184563
 -0.76700227 -0.17446507 -0.86724758]"
"[ 0.38493573  0.73115602 -0.19704738  0.61868979 -0.55484315 -0.5872365
  0.56254586 -0.56430886 -0.28258129]","[ 0.2270056  -0.98504992  0.30294763  0.58528284  0.03044214 -0.50168055
  0.01860957  0.39754491 -0.28529558]","[-0.90583689 -0.49347441 -0.90129078 -1.          0.97314407 -0.48687399
  0.65874038  0.01259266  0.87098646]","[ 0.08945928  0.39260849  0.3728914  -0.65559282 -0.23348529  0.33306254
 -0.57670128 -0.15128614  0.7060495 ]","[-0.23652657  0.07795012  0.18433655 -0.93350344  0.40082336 -0.20770454
 -0.18061524 -0.56213297  0.82560517]","[0.20319506 0.11115146 0.58581399 0.7971316  0.02845091 0.93022354
 0.08171661 0.64216245 0.03582453]"
