0.0,0.0,0.3616878212416733,1.0
0.0,1.0,0.27533491927851017,1.0
0.0,2.0,0.39849490034819474,1.0
0.0,3.0,0.5085696499049933,1.0
0.0,4.0,0.4467985198974081,1.0
0.0,5.0,0.042740052341124074,1.0
0.0,6.0,0.31623681609969034,1.0
0.0,7.0,0.44949841189993356,1.0
0.0,8.0,0.08198262274822611,1.0
0.0,9.0,0.0640835545541753,1.0
0.0,10.0,0.43121220671769817,1.0
0.0,11.0,0.06469977422901317,1.0
0.0,12.0,0.09869592017460581,1.0
0.0,13.0,0.04746411981626405,1.0
0.0,14.0,0.3603031047895894,1.0
0.0,15.0,0.17548729408206196,1.0
0.0,16.0,0.4175581285287375,1.0
0.0,17.0,0.20456012107573934,1.0
0.0,18.0,0.44092539699768474,1.0
0.0,19.0,0.4245909252934684,1.0
0.0,20.0,0.34445460133506695,1.0
0.0,21.0,0.45208300118655986,1.0
0.0,22.0,0.3818543661190778,1.0
0.0,23.0,0.3282816977273704,1.0
0.0,24.0,0.05252407659850683,1.0
0.0,25.0,0.18760125274058412,1.0
0.0,26.0,0.4678425180724984,1.0
0.0,27.0,0.34307499194547614,1.0
0.0,28.0,0.4334378526193191,1.0
0.0,29.0,0.33341280375618043,0.0
1.0,0.0,0.3616878212416733,2.0
1.0,1.0,0.5085696499049933,2.0
1.0,2.0,0.4467985198974081,2.0
1.0,3.0,0.44949841189993356,2.0
1.0,4.0,0.43121220671769817,2.0
1.0,5.0,0.04746411981626405,2.0
1.0,6.0,0.4175581285287375,2.0
1.0,7.0,0.20456012107573934,2.0
1.0,8.0,0.44092539699768474,2.0
1.0,9.0,0.4245909252934684,2.0
1.0,10.0,0.34445460133506695,2.0
1.0,11.0,0.45208300118655986,2.0
1.0,12.0,0.3282816977273704,2.0
1.0,13.0,0.05252407659850683,2.0
1.0,14.0,0.18760125274058412,2.0
1.0,15.0,0.34307499194547614,2.0
1.0,16.0,0.4334378526193191,2.0
1.0,17.0,0.33341280375618043,1.0
1.0,18.0,0.43141632122371015,2.0
1.0,19.0,0.4948316174876869,2.0
1.0,20.0,0.5235782864792627,2.0
1.0,21.0,0.3728300912165927,2.0
1.0,22.0,0.17512369341420653,2.0
1.0,23.0,0.10999149989833154,2.0
1.0,24.0,0.46407682502157394,2.0
1.0,25.0,0.30992671950817197,2.0
1.0,26.0,0.5056603880568309,2.0
1.0,27.0,0.334346124081193,2.0
1.0,28.0,0.3341090110103927,1.0
1.0,29.0,0.2581937888658544,0.0
2.0,0.0,0.5085696499049933,3.0
2.0,1.0,0.4175581285287375,3.0
2.0,2.0,0.44092539699768474,3.0
2.0,3.0,0.4245909252934684,3.0
2.0,4.0,0.34307499194547614,3.0
2.0,5.0,0.33341280375618043,2.0
2.0,6.0,0.43141632122371015,3.0
2.0,7.0,0.4948316174876869,3.0
2.0,8.0,0.5235782864792627,3.0
2.0,9.0,0.17512369341420653,3.0
2.0,10.0,0.46407682502157394,3.0
2.0,11.0,0.5056603880568309,3.0
2.0,12.0,0.3341090110103927,2.0
2.0,13.0,0.2581937888658544,1.0
2.0,14.0,0.4045987776844592,3.0
2.0,15.0,0.33797750134568616,3.0
2.0,16.0,0.47795080689672764,3.0
2.0,17.0,0.38861214950412426,3.0
2.0,18.0,0.2951802669434134,3.0
2.0,19.0,0.38747139118381774,3.0
2.0,20.0,0.33156515762485284,3.0
2.0,21.0,0.11040091596447268,3.0
2.0,22.0,0.2754000093450439,3.0
2.0,23.0,0.3306347229341723,2.0
2.0,24.0,0.41914499163348307,3.0
2.0,25.0,0.5132509567474254,3.0
2.0,26.0,0.5934009103291269,3.0
2.0,27.0,0.2810007201052186,2.0
2.0,28.0,0.39551677956485365,1.0
2.0,29.0,0.3648269971916568,0.0
