"[-0.97388603 -0.38883487 -0.59879359 -0.85264102  0.10956219 -0.51784616
  0.18074735  0.02023459 -0.88110303]","[ 0.16017982  0.83512064  0.75295421 -0.34626481  0.57752599 -0.82910675
 -0.77280869 -0.46624215 -0.10714431]","[-0.22599169  0.68720828  0.12038685 -0.64282972 -0.60290237 -0.55844435
 -0.01859348  0.29440065  0.41619901]","[ 0.52468202  0.10080585  0.06132165 -1.          0.21014596  0.76730215
 -0.5295424   0.712128   -0.99850341]","[-0.35233428 -0.02880679 -0.72522726 -0.55347721 -0.00917988  0.96175778
  0.907038   -0.31614398  0.51889089]","[-0.4141006   0.36534229  0.3302015  -0.9201287   0.44298202  0.2624472
  0.69569144  0.33575022 -0.28182631]"
"[-0.69069396  0.66618409 -0.42743281  0.02580218  1.          0.72005151
  0.34128813 -0.42454571  0.89632926]","[ 0.07746284 -0.51243947  0.63519937  0.25168347 -0.50824942 -0.04088488
 -0.37715327 -0.69741006  0.18296951]","[ 0.9180651   0.03641983 -0.67505607  0.08944875 -0.12660366 -0.01178187
 -0.84057055  0.28115897 -0.25359903]","[-0.44468397 -0.45524498  0.22877828 -0.84521874 -0.38311688 -0.32719473
  0.09693426  0.95773716  0.99263701]","[ 0.17327101  0.44181157 -0.31835311 -0.90905176  0.17494282 -0.21941568
  0.93911312  0.97869906  0.32975811]","[ 0.48653368 -0.54946626 -0.04506533 -0.64307092 -0.90387048 -0.05665312
 -0.30409242  0.05028419  0.7542687 ]"
"[-0.11498116  0.5277695   0.54673741 -0.59892896 -0.6156457  -1.
 -0.67406017 -0.20061379  0.22166612]","[ 0.29444505  1.          0.38031458  0.46572174 -0.01848497 -0.40334427
  0.73310082 -0.97777102  0.01870573]","[-0.7658697   0.30394894  0.36256916  0.01115249 -0.07913369 -0.95085263
 -0.83213244 -0.64007271 -0.11893268]","[ 0.10522559 -0.97420099 -0.7558139  -0.01050361  0.78608088 -0.650249
  0.83046603  0.85791619 -0.36077643]","[ 0.06069074 -0.17170603  0.92586756 -0.43063619  0.4377874  -0.29332103
  0.14143265 -0.98147412  0.18731895]","[ 0.23295896 -0.64355884 -0.25935145  0.74009491 -0.21902268  0.58406721
 -0.5035108  -0.23851345 -0.4540195 ]"
"[ 0.04994562  0.31225961 -0.32705309  0.00486332  0.76132595  0.50440126
 -0.14560695 -0.77731801  0.77032274]","[-0.87459555 -0.80718963 -0.06830541 -0.07213386 -0.38829503 -0.48308131
 -0.75360881 -0.80939481  0.13005649]","[ 0.75662975  0.10119119  0.05717139 -0.5955554  -0.24666945  0.30903602
 -0.18391758 -0.20481528  0.61517207]","[ 0.32406653  0.44461851  0.35611715 -0.71478751  0.22957297  0.12027699
 -0.28096716 -0.3561148  -0.80043831]","[ 0.02349347 -0.32839083  0.35229342  0.87667071  0.05979789  0.78497543
 -0.37676631 -0.183507   -0.55991146]","[-0.44316085  0.09868369 -0.2095559   0.89801076  0.9274408  -0.05104917
 -0.94566551  0.19795141  0.71882168]"
"[-0.24146896 -0.4384569  -0.07963348  0.04957303  0.06581645  0.85105907
  0.91952563  1.          0.32786021]","[ 0.91715307 -0.13689858  0.35656732  0.43520197 -0.00309982 -0.45898388
 -0.62656982 -0.51581857  0.01126837]","[ 1.          0.16973242  0.23883365 -0.1184806   1.         -0.7832373
 -0.69272116 -0.02286803  0.93397507]","[ 0.15872567  0.96485687  0.35804636  0.57098518 -0.14683095 -1.
 -0.14016805  0.59202207 -0.03316178]","[-0.10894063  1.         -0.12028899 -0.25055311 -0.62622983  0.09780322
  0.3671208  -0.0745735  -0.31823259]","[-0.36951904 -0.75299287 -0.27301508  0.35963336 -0.39633394  0.45594414
 -0.52433272  0.83937882  0.78844654]"
"[-2.48087989e-04 -8.10232625e-01 -8.93174690e-01  6.65918474e-03
  1.00000000e+00 -7.66051094e-01 -9.03935695e-01  2.14670261e-01
  8.78390447e-01]","[ 0.97813972  0.50824535  0.86813817  0.08221061 -0.8180329  -0.16806276
 -0.70628649 -0.09793563 -0.90003171]","[ 0.52537975  0.05125657  0.13650871  0.44944086  0.82090616 -0.39009752
 -0.18549208 -0.4933866  -0.86648067]","[-0.52165119  0.86208113 -0.40784472 -0.57956058 -0.68075961  0.78513704
  0.54375391  0.26806494  0.9825378 ]","[-0.93588989  0.86000882 -0.78941067 -0.06436541 -0.38136594 -0.462596
 -0.84031468  0.27268548  0.53551193]","[-0.21863686  0.98533068  0.7653201   0.67786986 -0.26882287 -0.97329394
 -0.4691198  -0.61327377  0.42356613]"
"[ 0.05998932  0.3192654   0.47230815 -0.64837071 -0.35529224 -0.54166175
  0.75470278  0.66407041  0.21001621]","[-0.03442068 -0.55659895  0.25234615  0.28895231 -0.90774341 -0.33769173
 -0.76354962 -0.76351202  0.84855296]","[ 0.85328355  0.78232716 -1.          0.02639993 -0.10816705  0.89994397
 -0.02375653 -0.21299529 -0.77066183]","[-0.73417715 -0.74232339 -0.56633625 -0.14808506  0.2670679   0.02438484
 -0.23736226 -0.00395299 -0.62013921]","[ 0.87401238 -0.21219278 -0.04793278  0.01077078 -1.          0.03569968
 -0.56028841  0.78742811 -0.60590756]","[ 0.98780506 -0.17763256  0.06743129  0.77639778 -0.24503747  0.46271772
 -0.43997248 -0.68690055 -0.26367863]"
"[-0.1757577   1.          0.37375286  0.78020269  0.50170515  0.66194855
  1.          0.60878484 -0.77601252]","[-0.26198959 -0.13092654  0.12544018 -0.61121508 -0.84875137 -0.52954612
 -0.73759897 -0.2755721   0.35016   ]","[-0.51677174 -0.86962413 -0.55236115 -0.83577933 -0.235821   -0.05721379
  1.          0.99108569 -0.27122342]","[ 0.59408778 -0.37629006  0.69464345  0.97732096 -0.74257089 -0.41646275
  0.35713288 -1.         -0.14156568]","[-0.10706192 -0.12337119 -0.54282554 -0.31013402 -0.0215756   0.5931465
 -0.00141873 -0.23020936  0.3123328 ]","[ 0.38382354  0.04886806  0.07733081 -0.18090198 -0.33085726 -0.65542374
 -0.24543667 -0.04715218 -0.78283251]"
"[-0.1216436  -0.19759376 -0.33561672 -0.21861652 -1.          0.42390028
  0.33283427 -0.02337441 -0.87552061]","[-0.60272733 -0.92074264  0.62334636  0.06607596  1.         -0.8886166
 -0.12823778  0.00874345 -0.69048804]","[-0.01089512  0.00239575  0.72514107 -0.09550802  0.4851551  -0.70081277
 -0.96641399 -0.05668259  0.02847326]","[-0.39497154  0.87439381 -0.23825012 -0.05554479 -0.15018987 -1.
  0.03952703  0.45956978  0.6787301 ]","[ 0.50812454 -0.70784124  0.22881774 -0.77127202  1.          0.01085394
  0.40748553 -0.40326364 -0.96592294]","[ 0.68120385  0.3567729   0.57588169 -0.96300828  0.17346549  0.24673659
 -0.67134328 -0.68097161  0.88442477]"
"[-0.86430355 -0.28222917  0.35080738 -0.82362906  0.34591728  1.
 -0.14839116 -0.59212759 -0.35048591]","[-0.00274555 -0.25227035 -0.42266126  0.87380045 -0.79363237 -0.33097776
  0.16725718 -1.          0.85119891]","[-0.15075861 -0.19616036  0.42664846 -0.61526573  0.60855627 -0.30023633
 -0.35765017  0.52448136 -0.80072604]","[ 0.13352922  0.27050595 -0.94213195  0.8832775   0.5203054   0.15030274
 -0.72311567  0.3111094  -0.5342211 ]","[-1.          0.03968131  0.19522578 -0.01437322 -0.51042627 -0.48741937
  0.35299648  0.94623877  0.29446562]","[ 0.22220871 -0.13634672  0.37692809  0.32502905 -0.79800875  0.43722062
 -0.53371538  0.44915694 -0.96121867]"
