1.0329862801911123
1.3293694099603832
1.189763517779928
1.2186370888343534
0.9717300796571214
1.186211585419312
1.0973755022466785
0.9113042070422951
1.3590792841374368
0.8897889951008437
s,e,e,d,8,0,4,6
f,l,e,e,t,S,i,z,e,1,0
p,o,p,S,i,z,e,3,0
g,e,n,s,2,0,0
e,v,a,l,T,i,m,e,3,5,0
