"[-0.64608204 -0.21220763  0.49410815  0.37068558 -0.04250658  0.38519896
  0.87171359 -0.95943124  0.19311214]","[-0.16503182  0.17173914  0.72265442 -0.5566989   0.26397796 -0.66971802
 -0.98284399 -0.58877198  0.91057768]","[ 0.56084196 -0.03919219 -0.95042827 -0.64448175  0.23539992 -1.
  0.43158266  0.90451306  0.55236279]","[ 0.38679675 -0.82024312  0.75464506 -0.23570514  0.38792581  0.9494965
  0.01978913  0.3326265   0.52749166]","[-0.33222896 -0.96869875  0.60483869 -0.01214674  0.13078102  0.0849706
  0.64615753  0.05214737  0.89749362]","[-4.20496581e-01  7.66588959e-02  8.11494103e-01 -9.48841767e-01
  7.39740791e-01 -3.83451111e-01  7.60670349e-04 -4.91123621e-01
  1.87184750e-01]"
"[-3.02503488e-01 -5.54733397e-01 -4.14761321e-01 -5.81835099e-01
  6.40279788e-01 -5.10675477e-03  8.81851390e-04  4.63391228e-01
  9.94303701e-01]","[ 0.82614005  0.51064879  0.84832744  0.29951278 -1.          0.02497026
 -0.57034167 -0.26422166 -0.69496524]","[ 0.4102475   0.81129846 -0.9921053  -0.25462113 -0.13796898  0.29859139
 -0.55433493  0.2733106   0.45330978]","[-0.26568549  0.54742557 -0.31999801 -0.06439336  0.92810409 -0.50388315
  0.18148799  0.32020664  0.82326066]","[ 0.40684335 -0.9205579  -0.44829693  0.59055662 -0.78721992 -0.81928041
 -0.60668635  0.34987445 -0.07238025]","[ 0.8392271   0.73405085 -0.4724057  -0.64073339 -0.14047546 -0.15248518
  0.0474542   0.5021813   0.72461719]"
"[-0.8228692  -0.88686805  0.57576715  0.00408676 -0.84311892 -0.7677271
  0.8507214  -0.43224734  0.44262006]","[-0.22513565  0.7081843   1.          0.11087905  0.46229718  0.76416266
  0.15605054  1.          0.103056  ]","[ 0.77680212 -0.02049247  0.50668563 -0.79970036 -0.52893061  1.
  0.36869957  0.6245911  -0.01660258]","[ 1.          0.91993727 -0.82879116  1.         -0.84781924  0.8736305
 -1.         -0.89017949 -0.57448435]","[-0.39073381 -0.33387817  0.66790001 -0.77270143 -0.48006736 -0.52273791
  0.5327502   0.42471108  0.01945207]","[-0.78165064 -0.0039493  -0.73376646 -0.73869405  0.44450789  0.94384865
 -0.97573864 -0.04702683 -0.3875281 ]"
"[ 0.54926539  0.25772759  0.76404287  0.00134683 -1.          0.8320884
 -0.14445387 -0.06266231  0.24096435]","[-0.82918884  0.11946373  0.18963434 -0.88895061 -0.29032044 -0.70601799
 -0.24366726  0.78497232 -0.24363807]","[-0.42274406  0.72968835 -0.72610318 -0.79677087  0.56024972  0.77423762
  0.8235632   0.43863865 -0.42463073]","[ 0.53915296  0.63540771  0.74946417  0.24720619 -0.45045511  0.15476367
 -0.28200432  0.78812822 -0.94573812]","[ 0.88712197  0.11645477  0.30496621 -1.          0.79861394  0.83212959
  0.79688337  0.13293479 -0.00982356]","[-0.17451817 -0.31697218  0.64494201 -0.14711809  0.84108154  0.96667514
  0.15920509  0.10069661 -0.50884735]"
"[ 0.22154263 -0.06481863 -0.29278339  0.10236711  0.89536589 -0.60583703
  0.7819685   0.02684395  0.18651957]","[ 0.18309646  0.75535393 -0.56574572 -0.18850925 -0.05201588 -1.
 -0.04010776  0.43617774 -0.47497468]","[-1.         -0.72024054 -0.38239562  0.39221172  0.6406419  -0.91035169
 -0.30894671  0.25651992 -0.96778985]","[-0.33138463  0.27747535  1.          0.27351453  0.01289059  0.74545274
 -0.84051145  0.46573755  0.5428907 ]","[ 0.04957453  0.32629949 -0.81638992 -0.94444543 -0.59341331  0.05890039
  0.72682887 -0.45675439 -0.17671657]","[ 0.04162091 -0.392066   -0.53025705  0.05078139  0.50478861 -0.35330446
  0.82408759 -0.40411454  0.28950828]"
"[ 0.15785476  0.33025575  0.85003901  0.16288288 -0.56891964 -0.01335916
 -0.22793834  0.08447818  0.57657965]","[ 0.36046798 -0.66756277 -0.9105836  -0.41801894 -0.0362682  -0.26529361
  0.24647089  0.56428628 -0.19556558]","[-1.          0.20219154  0.87832305  0.75492248  0.26171606  0.90128696
  0.80111515  0.45841645  0.24254659]","[-0.34397137 -0.94253663 -0.17200806 -0.19530935  0.41716937 -0.94864402
 -0.75325665 -0.85831961  0.47474454]","[ 1.         -0.69108353  0.563917    0.26814018 -0.28135975  0.33245217
  0.97285735 -0.07196891  0.93679207]","[-0.41809277  0.1846373   0.0314881  -0.05656057  0.59526971 -0.35327929
 -0.24800137  0.52690264 -0.01606279]"
"[-0.66886812  0.8192914  -0.7715537  -0.84119195  1.         -0.37807738
 -0.72471016  0.83344526  0.77117808]","[ 0.44431212  0.05354133  0.59191445  0.082235    0.1910517  -1.
 -0.01848965 -0.39743497 -0.27796495]","[ 0.31403238 -0.17077368  0.08099469 -0.08137806 -0.24927774  0.39003369
  0.50773204  0.64658816 -0.17461474]","[ 0.07002919 -1.         -0.62540192 -0.73670524  0.167293   -0.96286325
 -0.22078731 -0.65922394  0.24873232]","[-0.70890218  1.         -0.7796309   0.0771767   0.38243987 -0.86489938
  0.06000257 -0.11222972  0.85040733]","[-0.01286065  0.3864154  -0.02218312  0.04327076  0.8563398   0.48220384
 -0.87061076  0.59479518 -0.03661113]"
"[-0.46548969 -0.34494558 -0.72236335 -0.36900301 -0.79181872 -0.59027765
 -0.57525571 -0.09856124  0.5052536 ]","[ 0.12652837  0.47946987 -1.          0.31858738  1.          0.23347183
 -0.03625818 -0.07540511 -0.39711273]","[ 0.42625647 -1.          0.53950314 -0.47996716 -0.07916858 -0.85431906
  1.          0.05692793 -0.12291727]","[0.95345496 0.42946453 0.79177546 0.37267494 0.42473825 0.08990998
 0.33470958 1.         0.69859786]","[-0.23409564 -0.22399171 -0.21598823  0.22176595 -0.9295248  -0.93365389
  0.26526051 -0.32051034 -0.21485625]","[ 0.31052415 -0.48507737 -0.47319985 -0.00328177 -0.33947336 -0.12300046
 -0.17992422  0.96806478 -0.85011881]"
"[-0.59010071 -0.47217891 -0.4879189  -0.59901919 -1.          0.49230934
 -1.         -0.36767716 -0.77458454]","[ 0.41133916  0.89648548  1.          0.70567104  0.15638311  0.58766539
  0.35511264 -0.16635583 -0.07238063]","[ 0.52707166 -1.         -0.40429842 -0.15717996 -0.11333632 -1.
  0.0444168  -0.82775007  0.58626027]","[ 0.03539554  0.06808427 -0.35430979 -1.          0.37197595 -0.24800853
  0.11272307  0.75748574 -0.11415678]","[-0.87214368 -0.00924877  0.19425334  0.53707321 -0.27198741  0.37423604
 -0.10303199  0.21014669 -0.3866102 ]","[ 0.94543962  0.11824808  0.97141234 -0.56041803 -0.81756555  0.78966771
 -0.78111345 -0.69868028 -0.96467325]"
"[ 0.50270459  0.1986182   0.93565677  0.15870045 -0.72786424 -0.85896128
 -0.9963059   0.69086373  0.73567906]","[-0.44129615  0.56220585  0.78899481 -0.15011686 -0.1153971   0.39942553
 -0.74000877  0.87968293 -0.54096121]","[-0.54338042  0.27195494 -0.93479812 -0.8876368  -0.2077745   0.21440628
  0.81848493 -0.18374986  0.56031397]","[-0.19492471  0.6145205   0.23728447  0.1362708  -0.4020296  -0.34122658
  0.06407267  0.42891443  0.77484748]","[ 0.60257966 -0.21061556 -0.65663409  0.22148767  0.16062236 -0.46482297
  0.46030427  0.23372973  0.46484269]","[ 0.00212534 -0.13286737  0.30132867 -0.59858324  0.33582263 -0.75059511
 -0.51805162 -0.36461476  0.01798304]"
